objID,u,g,r,i,z
588848900971364790,23.18687,22.0669,21.62296,21.1854,21.09962
588848900971364791,23.19234,21.24911,20.15409,19.7739,19.46272
588848900971364792,22.17929,22.06431,21.91572,21.32201,21.90161
588848900971364793,23.69491,22.83798,20.40002,19.71161,19.53612
588848900971364796,25.09565,23.08687,21.79403,21.20865,19.99894
588848900971364797,24.62459,22.57138,21.77646,21.06855,20.35575
588848900971364798,23.31028,22.84605,22.14388,21.01011,21.18039
588848900971364799,21.6509,21.58768,20.55725,20.05582,19.95971
588848900971364801,23.91602,22.58342,22.12155,21.36447,21.18242
588848900971364803,21.71578,21.53203,20.77628,21.29275,19.72297
588848900971364804,22.07237,21.06604,20.06824,19.90647,19.18182
588848900971364805,26.73991,21.25018,20.45637,21.62415,20.30452
588848900971364806,21.77292,22.45514,22.35775,22.03339,21.4745
588848900971364810,23.45152,21.98401,20.90407,20.51839,19.16652
588848900971364813,22.08407,24.2363,21.90255,20.99538,20.74782
588848900971364814,26.29712,23.36582,21.71727,29.95369,21.81873
588848900971364816,21.66118,19.88277,18.90214,18.52078,17.88946
588848900971364817,26.66532,22.71609,21.86189,21.39418,20.29569
588848900971364818,23.65359,21.53151,21.20033,21.0624,20.93798
588848900971364819,22.48047,21.06954,20.65274,20.00303,19.73512
588848900971364821,21.83413,22.26471,21.76205,21.24603,21.37923
588848900971364822,22.78999,22.40394,20.91309,20.34885,19.78408
588848900971364823,24.64512,22.72093,20.89401,20.50025,19.86827
588848900971364825,24.92177,22.35256,20.72975,20.19428,19.71786
588848900971364830,24.01889,22.31362,20.94408,20.60141,19.871
588848900971364833,21.92188,21.63829,20.12382,19.82544,19.37305
588848900971364834,22.46589,22.8885,21.56302,20.33967,19.56539
588848900971364835,21.50957,20.04317,19.4445,19.57435,18.88463
588848900971364836,24.60404,21.87942,20.34229,19.87888,18.96284
588848900971364837,22.15633,21.57385,21.01034,20.57703,20.52304
588848900971364839,21.40406,20.90256,19.99774,19.71245,19.54744
588848900971364842,20.71952,19.67134,19.09828,18.71616,18.46124
588848900971364844,22.11331,22.51074,21.19076,21.19988,20.18887
588848900971364845,22.38366,22.1102,21.61051,21.69627,20.90956
588848900971364847,22.27926,22.21915,20.58269,19.98383,19.85552
588848900971364849,24.60074,21.55846,20.56434,19.98894,19.62388
588848900971364850,21.42258,21.77263,21.25949,21.2539,20.12086
588848900971364851,24.27337,23.15218,21.71136,21.22532,21.18908
588848900971364857,24.63343,21.69602,21.00031,20.55139,21.28828
588848900971364858,22.14898,22.34562,22.16868,21.61129,22.37577
588848900971364860,24.31211,21.17983,21.12462,21.13316,19.97812
588848900971364861,21.99181,21.24304,20.15489,19.90102,19.57245
588848900971364863,21.62339,21.20175,20.89252,20.41195,19.89706
588848900971364865,24.78247,21.28686,20.23636,19.77154,19.33834
588848900971364871,23.84885,21.50977,20.74521,20.17355,22.48845
588848900971364873,24.5324,22.45486,21.38589,21.14493,20.82942
588848900971364875,21.56122,21.51902,20.48126,20.72784,20.89508
588848900971364876,24.20558,23.5287,21.72967,21.36346,21.83807
588848900971364877,22.42797,22.53653,22.76781,21.91021,21.84552
588848900971364880,22.82227,22.41296,21.60251,21.18157,20.86146
588848900971364882,21.84892,21.69815,20.91611,20.50002,20.82136
588848900971364883,21.49423,22.00723,20.78655,20.61024,19.55617
588848900971364884,24.61463,22.42559,21.80599,20.93269,21.21247
588848900971364887,23.33619,22.67867,22.13184,21.16748,22.2296
588848900971364888,24.61054,22.77133,21.60655,21.24503,21.01305
588848900971364889,24.71899,22.5251,21.20767,21.0043,20.1547
588848900971364891,24.64961,23.47207,21.27025,21.35299,18.89396
588848900971364893,22.04884,21.2116,20.14917,19.83662,19.07071
588848900971364894,27.03493,22.07047,20.86396,20.35602,20.31855
588848900971364898,24.51586,22.15187,21.47163,21.41699,20.30953
588848900971364900,22.13178,22.08461,21.03926,20.3231,19.94969
588848900971364903,21.30121,21.7228,20.87809,20.37679,20.23452
588848900971364904,22.55991,22.15154,21.87236,21.16108,20.43075
588848900971364905,23.76581,21.88438,20.1445,19.45822,18.97373
588848900971364910,25.267,23.00527,19.72926,18.74891,18.5749
588848900971364912,26.10331,23.15624,21.98454,20.80286,20.00195
588848900971364913,23.95722,22.48497,22.09189,22.1063,20.24888
588848900971364915,22.18818,21.41951,20.84637,20.69456,19.96923
588848900971364918,24.40267,21.88349,20.97368,20.06778,19.57481
588848900971364924,24.74167,22.09099,21.02877,20.47931,20.40578
588848900971364925,21.74857,21.15092,20.57608,20.2629,20.70485
588848900971364927,22.71539,22.41836,21.53916,21.05708,20.82397
588848900971364928,24.35762,22.67218,21.00517,21.01714,19.62799
588848900971364929,23.51384,21.14981,20.31718,20.1683,19.2462
588848900971364931,21.9786,21.18499,20.58013,20.33991,19.73178
588848900971364932,22.49873,22.04513,20.63751,20.49039,20.72339
588848900971364934,24.73664,23.3049,21.51253,21.56627,23.19561
588848900971364937,22.21212,22.24326,21.37451,21.29269,20.57416
588848900971364938,24.66599,21.69144,20.98361,20.59418,20.82121
588848900971364942,22.82711,22.2488,21.66842,21.03877,20.40336
588848900971364943,22.86865,22.09252,21.05772,21.57261,21.23195
588848900971364945,22.67719,21.63554,20.15287,19.57695,18.5389
588848900971364946,24.68408,21.96146,20.50461,20.05884,19.87164
588848900971364949,24.26001,22.06748,21.25638,20.42894,19.76189
588848900971364952,26.78438,25.77995,21.38455,27.21003,21.1281
588848900971364954,20.64735,20.22504,19.82022,19.71917,19.55221
588848900971364956,25.82366,22.02233,21.75067,21.40978,20.30067
588848900971364959,22.60458,21.76563,20.36448,19.78157,19.57559
588848900971364960,24.57367,22.47464,20.75877,20.4528,20.18357
588848900971364964,27.39685,21.78584,20.23774,19.78474,19.09201
588848900971364965,22.56672,21.56767,20.38562,19.72392,19.73965
588848900971364966,23.2324,21.17909,20.3285,19.8907,19.68499
588848900971364968,22.38875,22.55365,20.7156,28.745,20.31931
588848900971364971,23.16968,22.24627,21.1218,21.06605,20.33387
588848900971364977,22.91335,22.78571,21.32567,21.12833,19.89607
588848900971364979,21.88154,21.54487,21.23142,26.3247,22.57181
588848900971364982,26.17406,23.42203,21.76407,20.87704,20.19459
588848900971364983,22.16947,22.62395,21.07821,20.86689,19.96757
588848900971364984,23.47734,22.71387,21.04438,20.36875,19.88933
588848900971364985,26.01027,22.91423,21.83824,22.18897,20.87105
588848900971365003,26.18171,25.9943,22.81138,23.65087,22.19981
588848900971365005,25.51432,25.89452,21.5549,21.41125,20.80781
588848900971365007,22.78166,21.94732,21.29572,21.01739,20.13931
588848900971365009,25.33513,23.09483,21.49077,21.21974,19.53407
588848900971365014,22.5118,22.57751,20.87699,20.32681,19.10151
588848900971365015,23.9074,22.46054,21.21967,20.90363,20.97719
588848900971365018,24.13236,22.48534,21.2806,22.05051,20.29272
588848900971365020,26.52212,26.25325,22.09697,21.13117,20.72424
588848900971365022,26.60164,21.9733,21.5565,22.45729,19.59434
588848900971365024,27.42279,23.25992,21.65584,20.72251,20.04769
588848900971365025,27.46219,23.99877,20.90492,20.20555,19.57239
588848900971365027,24.68504,23.06861,21.66964,24.26973,19.88571
588848900971365033,26.21551,22.99369,22.08708,21.98174,20.765
588848900971365034,22.66668,22.74604,21.34712,21.16414,20.2187
588848900971365035,22.17787,23.43269,21.65899,20.99703,20.97365
588848900971365037,22.6105,23.28281,21.92068,21.06507,22.05994
588848900971365041,23.84306,22.74433,21.55686,21.25816,20.89374
588848900971365042,27.30202,22.97796,20.60082,19.92864,19.73762
588848900971365047,25.62156,21.79913,21.62765,20.4181,22.00525
588848900971365050,22.56584,25.67257,22.43895,21.25626,23.07917
588848900971365051,25.86543,22.4514,21.05531,21.90768,19.68717
588848900971365053,22.29521,23.60906,21.67781,20.99711,21.00469
588848900971365055,23.50179,24.24976,21.60482,22.06519,20.96113
588848900971365058,22.75772,23.01048,21.28614,21.17641,20.01789
588848900971365060,24.87226,22.82657,21.88025,21.10897,20.92175
588848900971365063,28.0581,23.44162,22.80123,24.36466,20.95615
588848900971365068,22.81796,25.07214,21.40946,20.59418,19.76187
588848900971365070,26.23252,23.74231,22.50109,21.63709,21.49825
588848900971365071,23.84575,25.84715,21.93494,22.02414,20.78686
588848900971365072,22.11143,24.14593,22.64834,23.04541,21.05275
588848900971365076,22.54825,23.91885,21.60297,21.47496,20.32237
588848900971365079,26.5888,23.39602,21.51814,20.89182,20.00859
588848900971365084,23.67359,23.72005,21.68894,24.26248,22.79782
588848900971365087,21.41009,22.83664,21.1066,21.07009,19.80034
588848900971365089,24.6739,23.95306,21.42669,24.36717,22.79829
588848900971365091,26.8422,22.2781,21.05293,20.39198,19.6049
588848900971365092,25.72593,23.56429,22.09864,22.6434,20.33282
588848900971365093,26.4735,24.22873,21.65524,21.57893,20.43002
588848900971365094,19.28277,21.89881,21.83908,21.8583,20.19282
588848900971365095,26.94363,22.739,21.50889,21.51078,22.11872
588848900971365098,22.15493,23.04178,21.65965,21.30877,20.3704
588848900971365099,28.03225,21.23784,20.62624,27.28482,18.75086
588848900971365100,26.56064,22.67246,21.74476,22.5684,20.14005
588848900971365103,22.5343,23.01848,21.82021,22.74001,21.26288
588848900971365105,22.60004,27.37665,21.53141,20.71168,20.08131
588848900971365106,26.13583,25.1184,22.14384,26.9025,22.80914
588848900971365107,22.35906,22.09406,21.27863,21.5343,19.31598
588848900971365109,26.81399,22.1253,21.54253,21.80953,19.6424
588848900971365111,23.17324,22.47092,21.48783,24.33589,20.03792
588848900971365113,22.53649,24.12545,21.73053,27.67463,22.03833
588848900971365115,24.63787,23.5063,20.77769,20.03688,19.28923
588848900971365117,23.13885,22.98821,22.38547,21.55371,20.7751
588848900971365118,22.34303,22.58621,21.5261,21.35796,19.95982
588848900971365121,24.21365,23.49827,22.05062,21.19441,21.06315
588848900971365122,24.64728,23.02853,21.1481,20.93418,19.77867
588848900971365123,22.45468,23.79465,20.86563,21.12993,20.23008
588848900971365125,23.12535,24.04896,21.37215,20.79273,20.08689
588848900971365126,24.63048,22.60758,22.00019,21.47857,22.82458
588848900971365128,25.70381,23.86674,21.31887,20.60138,19.59395
588848900971365130,24.53225,21.7831,20.6079,20.1702,20.00835
588848900971365136,23.36154,23.34658,22.3064,22.31237,19.7937
588848900971365137,22.3708,23.45683,21.91525,21.13478,20.42359
588848900971365140,22.51974,23.9172,22.6181,22.01568,21.79818
588848900971365142,26.48187,22.77289,21.74117,21.00561,20.43076
588848900971365145,21.84474,22.26183,21.1002,20.73595,20.11136
588848900971365152,21.88619,25.09573,22.06483,26.95653,20.50759
588848900971365156,27.18955,22.3956,21.56724,21.07185,20.09444
588848900971365166,26.97701,23.02621,21.70613,22.98824,19.87812
588848900971365169,24.7038,22.52936,21.57371,24.26286,20.80936
588848900971365171,26.96149,23.54776,21.50244,20.59217,19.52555
588848900971365182,21.93554,22.51954,21.30364,22.7663,21.51082
588848900971365186,22.26874,22.10672,21.38579,26.7976,21.87591
588848900971365188,24.6552,22.9379,21.95171,21.03079,19.76537
588848900971365191,22.45092,22.78872,22.25087,22.09631,25.71494
588848900971365192,26.24415,23.44437,21.97055,26.88737,21.257
588848900971365196,28.46613,19.85461,20.19506,29.83484,18.02052
588848900971365198,25.63748,25.17104,22.12313,22.24367,20.66708
588848900971365199,23.00482,22.90586,21.17008,20.40628,19.54504
588848900971365200,25.52495,24.89394,21.85769,21.66949,21.16823
588848900971365201,25.0716,21.65484,21.63028,26.97939,21.04427
588848900971365204,21.75941,22.53546,21.19874,21.00624,20.29576
588848900971365206,24.58322,23.78061,22.1934,21.82141,22.84711
588848900971365207,25.66235,22.5892,21.45471,21.49815,20.54009
588848900971365210,21.85394,22.05159,21.5558,24.75398,21.41884
588848900971365220,25.34213,24.68554,22.25526,21.56469,20.50365
588848900971365221,24.02754,22.44826,22.00669,21.40366,20.89372
588848900971365224,22.74588,22.94573,22.31452,21.99933,23.35422
588848900971365225,26.33364,22.45559,21.97006,21.29579,24.81754
588848900971365228,24.61102,22.79798,22.03958,22.28181,21.30339
588848900971365357,20.25055,18.54187,19.09463,30.7698,16.80739
588848900971365358,26.85686,23.38359,21.90011,26.05025,19.92326
588848900971429894,21.59007,21.13064,20.43878,19.9284,20.38156
588848900971429895,21.98655,21.63235,21.20091,20.94693,20.95856
588848900971429896,22.0951,21.99727,21.22369,19.74693,19.78762
588848900971429899,22.4415,21.83588,21.75723,20.57896,20.67926
588848900971429903,23.88051,22.97089,21.60695,21.20589,21.85128
588848900971429906,22.48027,24.61194,21.68963,24.11821,20.94539
588848900971429907,26.27932,22.16114,21.05912,20.28153,24.48413
588848900971429910,22.71752,22.63627,22.1364,20.72355,21.75576
588848900971429923,22.80889,21.23053,20.58543,20.14202,19.93711
588848900971429931,23.59132,19.68332,18.46409,17.55525,17.02449
588848900971429932,24.60327,21.91373,21.08568,19.93812,20.19159
588848900971429933,23.11942,22.35532,21.40356,20.33522,20.3286
588848900971429935,23.61824,23.51993,21.93155,21.38385,21.05964
588848900971429937,22.12793,22.05887,21.63449,22.35583,23.93384
588848900971429938,27.89914,21.52261,21.30829,19.45068,21.6126
588848900971429939,22.18643,22.43531,22.11183,21.07359,20.88987
